,Client,Date,Headline,Source,VADER Score,neg,neu,pos
19,CBA,2020-04-13,"Cries for mortgage help 'levelling out', says CBA boss ", Sydney Morning Herald,0.0,0.218,0.565,0.218
20,CBA,2020-04-15,"Coronavirus has people buying home improvement items over alcohol, data shows ", NEWS.com.au,0.4588,0.0,0.769,0.231
21,CBA,2020-04-19,Auction pain continues as property prices start to fall , The New Daily,-0.5106,0.292,0.708,0.0
22,CBA,2020-04-06,CBA approves $150 million in business loans under Coronavirus SME Guarantee Scheme , Mirage News,0.5719,0.0,0.68,0.32
23,CBA,2020-04-14,Coronavirus mortgage repayment relief and support packages , finder.com.au,0.7003,0.0,0.463,0.537
24,CBA,2020-04-16,CBA Move To Automatically Change Home Loan Repayment Amounts Dubbed ‘Sneaky’ And ‘Immoral’ , 10 daily,0.0,0.0,1.0,0.0
25,CBA,2020-04-02,CommBank to stop coronavirus-impacted customers from paying compound interest on loans , Sky News Australia,0.2023,0.155,0.634,0.211
26,CBA,2020-03-24,"Business, key services cop coronavirus spending hit ", The Australian Financial Review,0.0,0.0,1.0,0.0
27,CBA,2020-04-14,Coronavirus support: What the Big Four banks are offering households and businesses , The New Daily,0.4019,0.0,0.803,0.197
28,CBA,2020-03-27,What the NBA can learn from China's attempt to restart basketball during the coronavirus pandemic , ESPN Australia,0.0,0.0,1.0,0.0
29,CBA,2020-04-02,"Banks drag Australian market lower, IMF warns wartime measures are needed due to coronavirus fallout ", ABC News,-0.5423,0.314,0.686,0.0
30,CBA,2020-04-08,Coronavirus: contaminated money fears push Australia to card payments and cashless shopping , The Guardian,-0.4215,0.203,0.797,0.0
31,CBA,2020-03-30,CBA to deliver more support measures to help more businesses , Mirage News,0.6901,0.0,0.584,0.416
32,CBA,2020-03-22,CBA to extend up to $10bn additional support to small businesses , Mirage News,0.5267,0.0,0.672,0.328
33,CBA,2020-04-12,"Don't ease restrictions too early, warns CBA's Catherine Livingstone ", The Australian Financial Review,-0.3632,0.334,0.666,0.0
34,CBA,2020-03-24,"Australia CBA PMI composite dropped to 40.7, increasing impact of coronavirus ", Action Forex,0.0,0.0,1.0,0.0
35,CBA,2020-04-19,10 things you need to know this morning in Australia , Business Insider Australia,0.0,0.0,1.0,0.0
36,CBA,2020-04-09,Digital wallet transactions soaring: CBA , NEWS.com.au,0.0,0.0,1.0,0.0
37,CBA,2020-03-31,Chinese Basketball Association delays season restart due to coronavirus: Could it influence how U.S. sports handle return? , Yahoo News Australia,0.0,0.0,1.0,0.0
38,CBA,2020-04-09,Spenders go cashless to curb coronavirus contagion , The Australian,-0.4588,0.333,0.667,0.0
39,CBA,2020-03-30,CBA: Concern about grocery shortages eases as more Americans feel their pantries are well-stocked - FoodNavigator,USA.com,0.1779,0.095,0.769,0.136
40,CBA,2020-04-01,"Coronavirus: China orders Chinese Basketball Association, other sports to delay return, per report ", CBS Sports,-0.3182,0.161,0.839,0.0
41,CBA,2020-03-24,"NAB, Westpac and Commonwealth bank to close bank branches due to coronavirus ", Daily Mail,0.0,0.0,1.0,0.0
42,CBA,2020-04-16,ASX to rise; Trump pushing to reopen economy , The Australian Financial Review,0.0,0.0,1.0,0.0
43,CBA,2020-03-31,ABA expands COVID-19 relief for businesses , Australian Broker,0.5423,0.0,0.471,0.529
44,CBA,2020-04-14,CBA company executives take pay cut due to coronavirus pandemic , China.org.cn,-0.3612,0.304,0.696,0.0
45,CBA,2020-04-02,More than half a million Aussies to lose jobs: CBA economists , 9News,-0.4019,0.231,0.769,0.0
46,CBA,2020-03-19,Commonwealth Bank boss says the spread of coronavirus will have a worse impact than the global financial crisis , ABC News,-0.802,0.324,0.676,0.0
47,CBA,2020-04-13,CBA's benefit finder sees surge in demand , 7NEWS.com.au,0.3612,0.158,0.526,0.316
48,CBA,2020-04-19,Play it forward: How Lethal thinks footy should change post-virus , The Age,0.34,0.0,0.789,0.211
49,CBA,2020-03-26,I would buy Commonwealth Bank and these ASX dividend shares , The Motley Fool Australia,0.296,0.0,0.784,0.216
50,CBA,2020-03-30,Coronavirus: big four banks extend business loan deferrals , The Australian,0.1779,0.0,0.805,0.195
51,CBA,2020-03-26,Will ASX banks be forced to close branches during the coronavirus crisis? , The Motley Fool Australia,-0.7964,0.415,0.585,0.0
52,CBA,2020-03-24,Why the Big Four Banks may be about to slash their dividends , ig.com,-0.2732,0.16,0.84,0.0
53,CBA,2020-04-03,Major to refund interest on deferred repayments , Australian Broker,0.4588,0.0,0.667,0.333
54,CBA,2020-03-22,NBA considering clause to cut player salaries due to ongoing coronavirus crisis , The Cairns Post,-0.7351,0.383,0.617,0.0
55,CBA,2020-03-21,Is the CSL share price a buy after the coronavirus volatility? , Motley Fool Australia,0.296,0.0,0.804,0.196
56,CBA,2020-04-04,NBA Season Possibly In Jeopardy After Events In China Despite Mark Cuban’s Optimism , Forbes,-0.714,0.351,0.649,0.0
57,CBA,2020-04-07,Why the Big Four Banks may suspend or reduce their dividends , ig.com,-0.3182,0.187,0.813,0.0
58,CBA,2020-04-06,Should you buy things on a credit card during coronavirus? , Motley Fool Australia,0.3818,0.0,0.755,0.245
59,CBA,2020-04-15,Everything To Know About Your Mortgage And Rent Payments During Covid-19 , GQ Australia,0.0,0.0,1.0,0.0
60,CBA,2020-04-06,Coronavirus: Data shows major drop in consumer spending and panic buying decreases , 9News,-0.6597,0.351,0.649,0.0
61,CBA,2020-03-23,Coronavirus: Bank shares battered amid bad debt fears , The Australian,-0.765,0.587,0.267,0.147
62,CBA,2020-04-12,Coronavirus: Are the big ASX banks a buy for dividends? , Motley Fool Australia,0.0,0.0,1.0,0.0
63,CBA,2020-03-29,The easiest and quickest way to halve mortgage repayments during the coronavirus crisis , The New Daily,-0.3182,0.229,0.615,0.156
64,CBA,2020-04-17,"NBA, NBPA Agreement Doesn't Preclude Future Labor Issues if Coronavirus Drags On ", Sports Illustrated,0.3612,0.114,0.671,0.215
65,CBA,2020-03-26,Australian share market slumps ahead of global rescue plan to fight coronavirus , ABC News,0.4404,0.152,0.526,0.322
66,CBA,2020-04-01,"ASX 200 lunch update: CBA, Oil Search, & Scentre higher ", Motley Fool Australia,0.0,0.0,1.0,0.0
67,CBA,2020-04-10,"Australian stocks rally, CSL’s bullish update and US jobs data ", ig.com,0.0,0.0,1.0,0.0
68,CBA,2020-04-08,Coronavirus is changing the way we bank , The Australian,0.0,0.0,1.0,0.0
69,CBA,2020-03-26,"Why AMP, CBA, Northern Star, & Vicinity shares are dropping lower ", The Motley Fool Australia,0.0,0.177,0.645,0.177
70,CBA,2020-03-24,"Economy facing record contraction, budget heading for $160b deficit: Westpac ", Sydney Morning Herald,-0.4019,0.231,0.769,0.0
71,CBA,2020-03-23,Major banks to offer $250000 loans to small Australian businesses , ABC Local,0.0,0.0,1.0,0.0
72,CBA,2020-03-26,"Are ASX dividend shares like BHP, NCM & CBA worth the risk? ", Rask Media,0.5423,0.134,0.446,0.42
73,CBA,2020-03-31,Where to invest your Commonwealth Bank dividends , Motley Fool Australia,0.0,0.0,1.0,0.0
74,CBA,2020-03-30,"ASX 200 lunch update: Ansell, CBA, & Challenger higher ", Motley Fool Australia,0.128,0.0,0.824,0.176
75,CBA,2020-03-25,Where you'll find 4500 jobs up for grabs , Chronicle,0.0,0.0,1.0,0.0
76,CBA,2020-04-17,"Coronavirus Notes: Disney, Face Masks, Weems, China ", hoopsrumors.com,0.0,0.0,1.0,0.0
77,CBA,2020-03-31,Consumer concern about coronavirus rising | 2020-03-31 , Food Business News,0.0,0.0,1.0,0.0
78,CBA,2020-03-23,Force Majeure: The Lasting Fight In The Wake Of Coronavirus , Forbes,-0.3818,0.224,0.776,0.0
79,CBA,2020-04-06,COVID-19 Home Loan Repayment Help , Canstar,0.4019,0.0,0.597,0.403
80,CBA,2020-04-03,Why Commonwealth Bank shares are a no-brainer for income investors , Motley Fool Australia,0.296,0.0,0.784,0.216
81,CBA,2020-04-04,Banks urged to 'stretch' to help crisis customers , The Age,-0.34,0.32,0.469,0.211
82,CBA,2020-04-02,Australia's big four banks hit by RBNZ dividend call , Sydney Morning Herald,0.0,0.0,1.0,0.0
83,CBA,2020-04-02,Which banks have special term deposit rates during COVID-19? , Savings.com.au,0.4019,0.0,0.748,0.252
84,CBA,2020-03-22,Australia announces second coronavirus package worth $66 billion , Motley Fool Australia,0.2263,0.0,0.787,0.213
85,CBA,2020-02-12,Coronavirus spread looms as a risk for Commonwealth Bank as profit falls , ABC News,0.0516,0.253,0.548,0.199
86,CBA,2020-03-31,Is it time to fix your home loan? , Savings.com.au,0.0,0.0,1.0,0.0
87,CBA,2020-04-07,COVID-19: Westpac shares V CBA shares in 2020 , Rask Media,0.5267,0.0,0.532,0.468
88,CBA,2020-04-08,Where to invest during coronavirus , Yahoo Finance Australia,0.0,0.0,1.0,0.0
89,CBA,2020-04-13,Stephon Marbury’s Wild Ride on the Front End of the Coronavirus Pandemic , The Wall Street Journal,0.0,0.0,1.0,0.0
90,CBA,2020-03-25,What stocks should I invest in? , Yahoo Finance Australia,0.0,0.0,1.0,0.0
91,CBA,2020-04-02,Australia dollar feels coronavirus jitters , Nine,0.0,0.0,1.0,0.0
92,CBA,2020-04-16,Bendigo Drops Guidance As Macquarie Analysts Warn On Banks , ShareCafe,-0.1027,0.149,0.851,0.0
93,CBA,2020-03-28,"Market crumbles again, showing the bears are still in control - weekly review ", Small Caps,0.0,0.0,1.0,0.0
94,CBA,2020-04-18,"24-team playoff? Inside NHL's new, complicated restart vision ", New York Post ,0.25,0.0,0.778,0.222
95,CBA,2020-03-28,"MLS, MLSPA still in process of ratifying new CBA agreeement ", Pro Soccer USA,0.0,0.0,1.0,0.0
96,CBA,2020-04-13,Jeremy Lin pledges up to $1 million to coronavirus battle - The Jakarta Post , Jakarta Post,-0.3818,0.178,0.822,0.0
97,CBA,2020-03-24,White backs call for CBA review post virus , Wide World of Sports,-0.0516,0.146,0.854,0.0
98,CBA,2020-03-23,ScoMo and Josh take on COVID-19 , Switzer Financial News,0.0,0.0,1.0,0.0
99,CBA,2020-04-20,When's the right time to resume playing NBA basketball? | Keith Pompey , The Philadelphia Inquirer,0.2023,0.0,0.847,0.153
0,NAB,2020-04-20,ASX drops as NAB flags $1.1 billion hit to earnings , ABC News,0.0,0.0,1.0,0.0
1,NAB,2020-03-24,NAB worker sacked over false coronavirus test , The New Daily,0.0,0.0,1.0,0.0
2,NAB,2020-04-17,NAB's McEwan vows fight to save jobs in bank restructure , Sydney Morning Herald,0.1531,0.188,0.58,0.232
3,NAB,2020-04-14,"A huge hit to the business sector from coronavirus, NAB anticipates ", Property Observer,0.3182,0.0,0.796,0.204
4,NAB,2020-03-23,"Coronavirus ASX: Coles, BHP Up, CBA, Westpac, NAB, Afterpay Fall ", Canstar,0.0,0.0,1.0,0.0
5,NAB,2020-04-03,NAB expands coronavirus support to credit card and personal loan customers , Mozo.com.au,0.6908,0.0,0.544,0.456
6,NAB,2020-04-07,NAB ramps up temporary branch closures , Sydney Morning Herald,0.0,0.0,1.0,0.0
7,NAB,2020-04-14,"ASX lifts, while collapse in business confidence points to 'unprecedented' recession: NAB report ", ABC News,-0.4019,0.311,0.518,0.171
8,NAB,2020-04-07,Fitch Downgrades NAB to 'A+' on Coronavirus Risks; Outlook Negative , Fitch Ratings,-0.7003,0.42,0.58,0.0
9,NAB,2020-03-24,Big bank coronavirus support: How to defer your mortgage repayments , Mozo.com.au,0.128,0.171,0.62,0.209
10,NAB,2020-04-19,Cops enforcing coronavirus restrictions on Florida beach nab fugitive Pennsylvania murder suspect , Fox News,-0.7845,0.408,0.592,0.0
11,NAB,2020-04-02,"Consumer anxiety on the rise as coronavirus impacts economy, NAB survey shows ", Domain News,-0.1779,0.134,0.866,0.0
12,NAB,2020-03-26,Are banks freezing mortgages? Here are the banks putting payments on hold amid coronavirus , ABC News,-0.1027,0.097,0.903,0.0
13,NAB,2020-03-31,NAB to offer emergency business loans , Australian Broker,-0.3818,0.342,0.658,0.0
14,NAB,2020-03-24,NAB says Australia ‘can cope’ as coronavirus panic buying spikes food consumption , The Australian,-0.5106,0.231,0.769,0.0
15,NAB,2020-03-25,Projects cut at NAB to focus on customer needs during coronavirus crisis , The Australian,-0.7351,0.383,0.617,0.0
16,NAB,2020-03-23,NAB Cancels 2020 Show Because of Coronavirus After Initially Postponing Event , Commercial Integrator,-0.34,0.274,0.726,0.0
17,NAB,2020-03-26,Coronavirus pushes up contactless payment limit to contain virus spread , 7NEWS.com.au,0.0,0.0,1.0,0.0
18,NAB,2020-03-24,RUSH HOUR: NAB worker sacked after faking having coronavirus , NEWS.com.au,-0.4215,0.259,0.741,0.0
19,NAB,2020-03-30,AFL secures financial help from banks as impact of coronavirus pandemic hits home , ABC News,0.6124,0.0,0.688,0.312
20,NAB,2020-03-24,"Australia has plenty of food, but some shortages pose risks, says NAB ", The Weekly Times,-0.5499,0.313,0.687,0.0
21,NAB,2020-04-20,Buying a Car Amid Coronavirus , Savings.com.au,0.0,0.0,1.0,0.0
22,NAB,2020-04-17,Germany: Coronavirus aid resumes after scammers clone state website , Deutsche Welle,0.0,0.0,1.0,0.0
23,NAB,2020-03-24,"NAB, Westpac and Commonwealth bank to close bank branches due to coronavirus ", Daily Mail,0.0,0.0,1.0,0.0
24,NAB,2020-04-18,Shehbaz skips NAB hearing due to coronavirus , Daily Times,0.0,0.0,1.0,0.0
25,NAB,2020-03-27,Coronavirus crisis job losses will raise mortgage stress more than the GFC did: analysts , ABC News,-0.8625,0.466,0.534,0.0
26,NAB,2020-04-19,NAB summons Shehbaz on April 22 in assets beyond means case , The Nation,0.1779,0.0,0.855,0.145
27,NAB,2020-03-31,"Coronavirus: NAB’s wealth arm, MLC, waives adviser licence fees for three months ", The Australian,0.4939,0.0,0.775,0.225
28,NAB,2020-04-19,All the questions you had about the recession that you were too embarrassed to ask , Domain News,-0.6486,0.29,0.71,0.0
29,NAB,2020-04-02,"Banks drag Australian market lower, IMF warns wartime measures are needed due to coronavirus fallout ", ABC News,-0.5423,0.314,0.686,0.0
30,NAB,2020-03-24,Coronavirus cases in Victoria rise to more than 400 as Minister warns 'thousands' could die , ABC News,-0.6486,0.29,0.71,0.0
31,NAB,2020-04-08,"ASX falls as coronavirus rally fades, Dow Jones gives up 900-point surge ", ABC News,0.0,0.0,1.0,0.0
32,NAB,2020-04-03,Coronavirus: What you need to know about credit in a pandemic , The New Daily,0.3818,0.0,0.776,0.224
33,NAB,2020-04-03,It’s lonely at the top for NAB boss Ross McEwan as nation locks down , The Australian,-0.1779,0.153,0.736,0.11
34,NAB,2020-04-19,"U.S. Lawmakers Make Push to Assist Local Newspapers, Broadcasters ", The New York Times,0.0,0.0,1.0,0.0
35,NAB,2020-03-23,Banks are bleeding as they take a bullet for the economy , Sydney Morning Herald,0.0,0.0,1.0,0.0
36,NAB,2020-03-28,Will the economic crisis caused by coronavirus reshape our idea of a depression? , ABC News,-0.8316,0.438,0.562,0.0
37,NAB,2020-04-06,"NAB receives 50,000 loan relief requests - The Adviser ", The Adviser,0.4767,0.0,0.693,0.307
38,NAB,2020-03-28,NAB offers SMEs new $250000 low-rate loans , Mirage News,0.0,0.0,1.0,0.0
39,NAB,2020-04-15,NAB business confidence reading falls to a record low of minus 66 following coronavirus shutdowns , Daily Mail,0.296,0.121,0.69,0.19
40,NAB,2020-04-01,NAB CEO says the bank is doing 'enough at this point in time' , 3AW,0.0,0.0,1.0,0.0
41,NAB,2020-04-07,The Aussies suffering the most from isolation anxiety , Daily Telegraph,-0.793,0.617,0.383,0.0
42,NAB,2020-04-18,Big boys nab loans meant to help small businesses , Lewiston Morning Tribune,0.4019,0.0,0.748,0.252
43,NAB,2020-03-26,Victorian Chief Health Officer pushes for tougher coronavirus shutdown as state records first COVID-19 deaths , ABC News,0.1779,0.0,0.892,0.108
44,NAB,2020-03-23,Coronavirus: Bank shares battered amid bad debt fears , The Australian,-0.765,0.587,0.267,0.147
45,NAB,2020-03-30,ASX 200 surges in 'stereotypical bear market' amid rising coronavirus infections , ABC News,0.0,0.0,1.0,0.0
46,NAB,2020-04-08,Australian shares slump at opening as big banks dip over dividend concerns , 9News,0.296,0.0,0.833,0.167
47,NAB,2020-04-01,Is your money safe in Australian banks during the coronavirus pandemic? , ABC News,0.4404,0.0,0.775,0.225
48,NAB,2020-04-14,Coronavirus support: What the Big Four banks are offering households and businesses , The New Daily,0.4019,0.0,0.803,0.197
49,NAB,2020-04-14,IMF predicts virus-driven collapse as business confidence plunges to lowest level in history , The New Daily,-0.3612,0.304,0.524,0.173
50,NAB,2020-04-01,"'Job Keeper' allowance: Details of $1,500 coronavirus wage subsidy revealed ", Savings.com.au,0.0,0.0,1.0,0.0
51,NAB,2020-03-30,"Coronavirus: What we know today, March 30 ", InDaily,0.0,0.0,1.0,0.0
52,NAB,2020-04-20,"ASX slips, energy drags as Caltex takeover abandoned ", The Australian,-0.3818,0.398,0.424,0.178
53,NAB,2020-03-26,Will ASX banks be forced to close branches during the coronavirus crisis? , The Motley Fool Australia,-0.7964,0.415,0.585,0.0
54,NAB,2020-04-06,Australian shares jump 4.3pc on slowing rate of coronavirus infections , ABC News,0.296,0.0,0.804,0.196
55,NAB,2020-04-07,"ASX drops as coronavirus hits job market, shrugs off Dow Jones surge ", ABC News,0.0,0.0,1.0,0.0
56,NAB,2020-04-02,"Anxious consumers ripe for change, NAB index finds ", The Australian,-0.25,0.222,0.778,0.0
57,NAB,2020-03-24,Why the Big Four Banks may be about to slash their dividends , ig.com,-0.2732,0.16,0.84,0.0
58,NAB,2020-04-01,ASX surges as Reserve Bank warns of 'sharp contraction' from coronavirus , ABC News,-0.1027,0.123,0.877,0.0
59,NAB,2020-04-06,"Less food poisoning, more cybercrime: the unintended consequences of the coronavirus shutdown ", SBS News,-0.5456,0.243,0.757,0.0
60,NAB,2020-03-22,AFL season shut-down: Doubts over footy in 2020 after 'unprecedented' coronavirus threat , The Age,-0.6808,0.359,0.641,0.0
61,NAB,2020-04-12,Coronavirus: Are the big ASX banks a buy for dividends? , Motley Fool Australia,0.0,0.0,1.0,0.0
62,NAB,2020-03-23,"Why Afterpay, JB Hi-Fi, NAB, & Village Roadshow shares are crashing lower ", Motley Fool Australia,0.0,0.164,0.672,0.164
63,NAB,2020-03-26,NAB's Smith: Virus Puts Broadcasters on Crisis Footing , Broadcasting & Cable,-0.6249,0.369,0.631,0.0
64,NAB,2020-03-26,"Coronavirus hit almost half of Australian businesses even before social distancing, ABS reveals ", ABC News,0.0,0.0,1.0,0.0
65,NAB,2020-04-02,Avid Delays NAB News to Concentrate on Pandemic , TV Technology,0.296,0.0,0.761,0.239
66,NAB,2020-04-15,Everything To Know About Your Mortgage And Rent Payments During Covid-19 , GQ Australia,0.0,0.0,1.0,0.0
67,NAB,2020-03-25,Open or closed: status of key Geelong services , Geelong Advertiser,0.0,0.0,1.0,0.0
68,NAB,2020-04-19,Govt mulls options for expiring NAB law tweak , The Express Tribune,0.0,0.0,1.0,0.0
69,NAB,2020-03-25,Victorians warned of life under lockdown as coronavirus measures tighten , Herald Sun,-0.2732,0.189,0.811,0.0
70,NAB,2020-03-29,Ross McEwan: Quick $250k loans part of our response to crisis , The Australian,-0.6249,0.291,0.709,0.0
71,NAB,2020-04-20,"By convening parliament session: Efforts on to turn NAB Amendment Ordinance into law, says Farogh Naseem ", The News International,0.0,0.0,1.0,0.0
72,NAB,2020-03-25,"NAB Show 2020 goes online, New York will be enhanced ", RedShark News,0.0,0.0,1.0,0.0
73,NAB,2020-03-26,"ASX 200 lunch update: Brickworks & NAB higher, Cochlear returns ", Motley Fool Australia,0.0,0.0,1.0,0.0
74,NAB,2020-03-27,How Geoff Lloyd is running MLC from his dining room , The Australian Financial Review,0.0,0.0,1.0,0.0
75,NAB,2020-04-02,Businesses eagerly wait for JobKeeper payments as coronavirus fallout begins to hit incomes , ABC News,0.3818,0.0,0.822,0.178
76,NAB,2020-04-17,ATVA Says Congress Should Reject NAB's Relief Proposal , TV Technology,0.1027,0.229,0.508,0.263
77,NAB,2020-03-25,"Coronavirus updates LIVE: Victoria COVID-19 cases surge past 450, Scott Morrison flags elective surgery cancellation ", The Age,0.0,0.0,1.0,0.0
78,NAB,2020-03-31,Thieves nab Van Gogh painting from closed museum , The New Daily,-0.5106,0.32,0.68,0.0
79,NAB,2020-04-10,Why investors are rushing back into the markets despite the coronavirus crisis , The New Daily,0.5096,0.0,0.77,0.23
80,NAB,2020-03-24,Coronavirus Sydney: COVID-19 quarantine orders to be policed , Daily Telegraph,0.0,0.0,1.0,0.0
81,NAB,2020-03-24,Renters desperate for relief as 1 million jobs set to disappear due to coronavirus , ABC News,-0.0258,0.243,0.578,0.179
82,NAB,2020-03-17,NAB HQ evacuated after worker contracts coronavirus , The New Daily,0.0,0.0,1.0,0.0
83,NAB,2020-03-31,Stimulus round two: An extra $750 for social security , Savings.com.au,0.34,0.0,0.769,0.231
84,NAB,2020-03-24,Ukraine security officials nab online troll spinning fake news on coronavirus , UNIAN,-0.1779,0.214,0.621,0.166
85,NAB,2020-03-23,Collingwood president Eddie McGuire admits AFL will 'never be the same' , Wide World of Sports,0.296,0.0,0.82,0.18
86,NAB,2020-03-27,"ASX tumbles in late trade, erasing early gains ", The Sydney Morning Herald,0.34,0.0,0.745,0.255
87,NAB,2020-04-03,NAB COVID-19 PSAs Account for $42M in Donated Air Time , TV Technology,0.0,0.0,1.0,0.0
88,NAB,2020-03-27,SHC issues notice to NAB on elderly mans plea for bail over coronavirus threat , The News International,-0.5267,0.207,0.793,0.0
89,NAB,2020-04-14,Low Aussie dollar and high domestic demand are good news for agriculture , Shepparton News,0.0772,0.232,0.581,0.187
90,NAB,2020-03-30,More Australian businesses eligible for COVID-19 repayment relief , 9News,0.4767,0.0,0.693,0.307
91,NAB,2020-03-31,How will your credit score be affected by COVID-19? , Savings.com.au,0.25,0.143,0.625,0.232
92,NAB,2020-04-06,NAB the last of the big four to announce credit card support: Finder.com.au , Property Observer,0.6486,0.0,0.675,0.325
93,NAB,2020-04-08,European cops nab 9 suspects in $100m fraud with ties to Israel's binary options , The Times of Israel,-0.7351,0.36,0.64,0.0
94,NAB,2020-04-02,Coronavirus: Global ratings agency Moody’s downgrades credit outlook for Australian banking system , The Australian,0.3818,0.0,0.809,0.191
95,NAB,2020-03-22,Australia announces second coronavirus package worth $66 billion , Motley Fool Australia,0.2263,0.0,0.787,0.213
96,NAB,2020-03-24,‘Embarrassingly disappointing’: AFL legend ‘has lost respect’ for the players over pay cut debate , Fox Sports,-0.5859,0.345,0.655,0.0
97,NAB,2020-03-22,Big banks throw support behind government's $20b business loan guarantee , Sydney Morning Herald,0.5719,0.0,0.63,0.37
98,NAB,2020-04-18,"Provinces to get another 100,000 testing kits by Monday: Chairman NDMA ", Business Recorder,0.0,0.0,1.0,0.0
99,NAB,2020-04-02,CommBank offers interest refunds for home loan and credit card customers , Savings.com.au,0.6808,0.0,0.616,0.384
0,Westpac,2020-04-16,Riskier funds have been exposed by coronavirus: Westpac , The Australian Financial Review,-0.4019,0.381,0.619,0.0
1,Westpac,2020-04-14,"Westpac flags $1.4b hit to earnings, braces for coronavirus impact ", Sydney Morning Herald,0.0,0.0,1.0,0.0
2,Westpac,2020-04-15,Westpac survey reveals coronavirus caused consumer confidence to fall , NEWS.com.au,0.5106,0.0,0.708,0.292
3,Westpac,2020-04-11,Coronavirus Australia: Westpac's economic forecast predicts deep recession , NEWS.com.au,-0.4215,0.286,0.714,0.0
4,Westpac,2020-03-23,"Coronavirus ASX: Coles, BHP Up, CBA, Westpac, NAB, Afterpay Fall ", Canstar,0.0,0.0,1.0,0.0
5,Westpac,2020-04-02,Westpac Banking : Australia's Westpac gives acting CEO two years to tackle coronavirus crisis , Marketscreener.com,-0.6249,0.255,0.745,0.0
6,Westpac,2020-04-06,Victoria and NSW face deepest recession from virus: Westpac , Sydney Morning Herald,-0.4215,0.259,0.741,0.0
7,Westpac,2020-04-15,Tasmania Police to use Westpac Rescue Helicopter to continue monitoring North-West residents' coronavirus compliance , The Advocate,0.5106,0.0,0.798,0.202
8,Westpac,2020-04-16,Confidence in Australian property market suffers biggest monthly fall in 47 years: Westpac , Domain News,0.0516,0.178,0.632,0.19
9,Westpac,2020-03-26,Are banks freezing mortgages? Here are the banks putting payments on hold amid coronavirus , ABC News,-0.1027,0.097,0.903,0.0
10,Westpac,2020-03-25,Westpac predicts unemployment will hit 11% by June , Savings.com.au,-0.4404,0.293,0.707,0.0
11,Westpac,2020-03-26,Coronavirus pushes up contactless payment limit to contain virus spread , 7NEWS.com.au,0.0,0.0,1.0,0.0
12,Westpac,2020-03-24,Big bank coronavirus support: How to defer your mortgage repayments , Mozo.com.au,0.128,0.171,0.62,0.209
13,Westpac,2020-04-17,Australia's banks offer coronavirus relief for small businesses , Daily Telegraph,0.4767,0.0,0.693,0.307
14,Westpac,2020-04-20,"How coronavirus will make laptop computers, TV and furniture cheaper in a year from now ", Daily Mail,0.0,0.0,1.0,0.0
15,Westpac,2020-04-17,Coronavirus by the numbers , Inside Retail,0.0,0.0,1.0,0.0
16,Westpac,2020-04-19,"NAB's profit hit by $1.1b on wealth, software charges ", The Australian Financial Review,0.6124,0.148,0.423,0.43
